name,sex,age,height,weight,bmi,country,year,season,city,sport,medal
"Thomas Alan ""Tom"" Herschmiller",M,26.0,198.0,93.0,23.72,Canada,2004,Summer,Athina,Rowing,Silver
Timm Herzbruch,M,19.0,180.0,76.0,23.46,Germany,2016,Summer,Rio de Janeiro,Hockey,Bronze
"Michael Steven ""Mike"" Hessman",M,30.0,196.0,107.0,27.85,United States of America,2008,Summer,Beijing,Baseball,Bronze
Carl Rupert Hester,M,45.0,182.0,86.0,25.96,United Kingdom,2012,Summer,London,Equestrianism,Gold
Carl Rupert Hester,M,49.0,182.0,86.0,25.96,United Kingdom,2016,Summer,Rio de Janeiro,Equestrianism,Silver
Tor-Arne Hetland,M,28.0,186.0,79.0,22.84,Norway,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Tor-Arne Hetland,M,32.0,186.0,79.0,22.84,Norway,2006,Winter,Torino,Cross Country Skiing,Silver
Georg Hettich,M,23.0,179.0,64.0,19.97,Germany,2002,Winter,Salt Lake City,Nordic Combined,Silver
Georg Hettich,M,27.0,179.0,64.0,19.97,Germany,2006,Winter,Torino,Nordic Combined,Silver
Georg Hettich,M,27.0,179.0,64.0,19.97,Germany,2006,Winter,Torino,Nordic Combined,Gold
Georg Hettich,M,27.0,179.0,64.0,19.97,Germany,2006,Winter,Torino,Nordic Combined,Bronze
Amy Hetzel,F,25.0,178.0,65.0,20.52,Australia,2008,Summer,Beijing,Water Polo,Bronze
Patrick Heuscher,M,27.0,194.0,93.0,24.71,Switzerland,2004,Summer,Athina,Beach Volleyball,Bronze
Jessica Hewitt,F,27.0,165.0,53.0,19.47,Canada,2014,Winter,Sochi,Short Track Speed Skating,Silver
Emilie-Joane Heymans,F,22.0,170.0,62.0,21.45,Canada,2004,Summer,Athina,Diving,Bronze
Emilie-Joane Heymans,F,26.0,170.0,62.0,21.45,Canada,2008,Summer,Beijing,Diving,Silver
Emilie-Joane Heymans,F,30.0,170.0,62.0,21.45,Canada,2012,Summer,London,Diving,Bronze
Mark Christopher Hickman,M,30.0,183.0,90.0,26.87,Australia,2004,Summer,Athina,Hockey,Gold
Juuso Hietanen,M,28.0,180.0,85.0,26.23,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Rei Higuchi,M,20.0,163.0,63.0,23.71,Japan,2016,Summer,Rio de Janeiro,Wrestling,Silver
Jenni Hiirikoski,F,22.0,162.0,60.0,22.86,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Tom Andr Hilde,M,22.0,179.0,60.0,18.73,Norway,2010,Winter,Vancouver,Ski Jumping,Bronze
"Alexander ""Alex"" Hill",M,23.0,194.0,92.0,24.44,Australia,2016,Summer,Rio de Janeiro,Rowing,Silver
Clinton Rory Hill,M,24.0,186.0,77.0,22.26,Australia,2004,Summer,Athina,Athletics,Silver
"Kimberly ""Kim"" Hill",F,26.0,193.0,72.0,19.33,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Phelan Peter Hill,M,33.0,172.0,55.0,18.59,United Kingdom,2012,Summer,London,Rowing,Bronze
Phelan Peter Hill,M,37.0,172.0,55.0,18.59,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Gold
"Samantha ""Sami"" Hill",F,24.0,183.0,89.0,26.58,United States of America,2016,Summer,Rio de Janeiro,Water Polo,Gold
"Madeline Clare ""Maddie"" Hinch",F,27.0,168.0,62.0,21.97,United Kingdom,2016,Summer,Rio de Janeiro,Hockey,Gold
Philip Hindes,M,19.0,178.0,82.0,25.88,United Kingdom,2012,Summer,London,Cycling,Gold
Philip Hindes,M,23.0,178.0,82.0,25.88,United Kingdom,2016,Summer,Rio de Janeiro,Cycling,Gold
Garrett Hines,M,32.0,183.0,95.0,28.37,United States of America,2002,Winter,Salt Lake City,Bobsleigh,Silver
Martina Hingis (-Hutin),F,35.0,170.0,59.0,20.42,Switzerland,2016,Summer,Rio de Janeiro,Tennis,Silver
Ariane Hingst,F,25.0,170.0,62.0,21.45,Germany,2004,Summer,Athina,Football,Bronze
Ariane Hingst,F,29.0,170.0,62.0,21.45,Germany,2008,Summer,Beijing,Football,Bronze
Igor Hini,M,36.0,202.0,110.0,26.96,Croatia,2012,Summer,London,Water Polo,Gold
Jaime Elizabeth Hipp (-Komer),F,26.0,183.0,73.0,21.8,United States of America,2008,Summer,Beijing,Water Polo,Silver
Ayumu Hirano,M,15.0,160.0,50.0,19.53,Japan,2014,Winter,Sochi,Snowboarding,Silver
Sayaka Hirano,F,27.0,158.0,53.0,21.23,Japan,2012,Summer,London,Table Tennis,Silver
Hiroaki Hiraoka,M,27.0,160.0,60.0,23.44,Japan,2012,Summer,London,Judo,Silver
Taku Hiraoka,M,18.0,171.0,63.0,21.55,Japan,2014,Winter,Sochi,Snowboarding,Bronze
Megu Hirose,F,27.0,157.0,63.0,25.56,Japan,2008,Summer,Beijing,Softball,Gold
Marcel Hirscher,M,24.0,173.0,73.0,24.39,Austria,2014,Winter,Sochi,Alpine Skiing,Silver
Simon John Hiscocks,M,31.0,183.0,80.0,23.89,United Kingdom,2004,Summer,Athina,Sailing,Bronze
Sophie Hitchon,F,25.0,170.0,75.0,25.95,United Kingdom,2016,Summer,Rio de Janeiro,Athletics,Bronze
"Michael ""Mike"" Hixon",M,22.0,173.0,68.0,22.72,United States of America,2016,Summer,Rio de Janeiro,Diving,Silver
Niklas Sivert Hjalmarsson,M,26.0,191.0,94.0,25.77,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
Odd-Bjrn Hjelmeset,M,30.0,180.0,69.0,21.3,Norway,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
Odd-Bjrn Hjelmeset,M,38.0,180.0,69.0,21.3,Norway,2010,Winter,Vancouver,Cross Country Skiing,Silver
Andrea Hlavkov,F,25.0,175.0,60.0,19.59,Czechia,2012,Summer,London,Tennis,Silver
V'iacheslav Valeriyovych Hlazkov,M,23.0,189.0,97.0,27.15,Ukraine,2008,Summer,Beijing,Boxing,Bronze
Milan Hnilika,M,32.0,185.0,84.0,24.54,Czechia,2006,Winter,Torino,Ice Hockey,Bronze
Stephan Hocke,M,18.0,177.0,57.0,18.19,Germany,2002,Winter,Salt Lake City,Ski Jumping,Gold
Megan Hodge,F,23.0,185.0,79.0,23.08,United States of America,2012,Summer,London,Volleyball,Silver
Natalie Hodgskin (-Shapiro),F,28.0,165.0,63.0,23.14,Australia,2004,Summer,Athina,Softball,Silver
Margaret Josephine Hoelzer,F,25.0,180.0,79.0,24.38,United States of America,2008,Summer,Beijing,Swimming,Bronze
Margaret Josephine Hoelzer,F,25.0,180.0,79.0,24.38,United States of America,2008,Summer,Beijing,Swimming,Silver
Margaret Josephine Hoelzer,F,25.0,180.0,79.0,24.38,United States of America,2008,Summer,Beijing,Swimming,Silver
Lukas Hofer,M,24.0,175.0,62.0,20.24,Italy,2014,Winter,Sochi,Biathlon,Bronze
"Kathryn Elise ""Katie"" Hoff (-Anderson)",F,19.0,175.0,64.0,20.9,United States of America,2008,Summer,Beijing,Swimming,Silver
"Kathryn Elise ""Katie"" Hoff (-Anderson)",F,19.0,175.0,64.0,20.9,United States of America,2008,Summer,Beijing,Swimming,Bronze
"Kathryn Elise ""Katie"" Hoff (-Anderson)",F,19.0,175.0,64.0,20.9,United States of America,2008,Summer,Beijing,Swimming,Bronze
Max Hoff,M,29.0,197.0,95.0,24.48,Germany,2012,Summer,London,Canoeing,Bronze
Max Hoff,M,33.0,197.0,95.0,24.48,Germany,2016,Summer,Rio de Janeiro,Canoeing,Gold
"Thomas John ""Tom"" Hoff",M,35.0,198.0,94.0,23.98,United States of America,2008,Summer,Beijing,Volleyball,Gold
Michael Reese Hoffa,M,34.0,182.0,147.0,44.38,United States of America,2012,Summer,London,Athletics,Bronze
Ambrosi Hoffmann,M,28.0,180.0,91.0,28.09,Switzerland,2006,Winter,Torino,Alpine Skiing,Bronze
Christian Hoffmann,M,27.0,170.0,62.0,21.45,Austria,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Maria Hfl-Riesch,F,25.0,182.0,78.0,23.55,Germany,2010,Winter,Vancouver,Alpine Skiing,Gold
Maria Hfl-Riesch,F,25.0,182.0,78.0,23.55,Germany,2010,Winter,Vancouver,Alpine Skiing,Gold
Maria Hfl-Riesch,F,29.0,182.0,78.0,23.55,Germany,2014,Winter,Sochi,Alpine Skiing,Silver
Maria Hfl-Riesch,F,29.0,182.0,78.0,23.55,Germany,2014,Winter,Sochi,Alpine Skiing,Gold
Rogier Alexander Hofman,M,25.0,184.0,79.0,23.33,Netherlands,2012,Summer,London,Hockey,Silver
Marcel Hhlig,M,22.0,173.0,64.0,21.38,Germany,2002,Winter,Salt Lake City,Nordic Combined,Silver
"Steven ""Steve"" Holcomb",M,29.0,178.0,104.0,32.82,United States of America,2010,Winter,Vancouver,Bobsleigh,Gold
"Steven ""Steve"" Holcomb",M,33.0,178.0,104.0,32.82,United States of America,2014,Winter,Sochi,Bobsleigh,Bronze
"Steven ""Steve"" Holcomb",M,33.0,178.0,104.0,32.82,United States of America,2014,Winter,Sochi,Bobsleigh,Bronze
"Victoria Frances ""Vicky"" Holland",F,30.0,168.0,56.0,19.84,United Kingdom,2016,Summer,Rio de Janeiro,Triathlon,Bronze
Mellisa Hollingsworth-Richards,F,25.0,167.0,58.0,20.8,Canada,2006,Winter,Torino,Skeleton,Bronze
Martin Hollstein,M,21.0,192.0,90.0,24.41,Germany,2008,Summer,Beijing,Canoeing,Gold
Martin Hollstein,M,25.0,192.0,90.0,24.41,Germany,2012,Summer,London,Canoeing,Bronze
Stefan Christian Holm,M,28.0,181.0,71.0,21.67,Sweden,2004,Summer,Athina,Athletics,Gold
Kelly Holmes,F,34.0,163.0,55.0,20.7,United Kingdom,2004,Summer,Athina,Athletics,Gold
Kelly Holmes,F,34.0,163.0,55.0,20.7,United Kingdom,2004,Summer,Athina,Athletics,Gold
Anna Ida Holmlund,F,26.0,183.0,76.0,22.69,Sweden,2014,Winter,Sochi,Freestyle Skiing,Bronze
Bengt Tomas Holmstrm,M,33.0,183.0,95.0,28.37,Sweden,2006,Winter,Torino,Ice Hockey,Gold
Ylva Erika Holst,F,22.0,179.0,82.0,25.59,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Ylva Erika Holst,F,26.0,179.0,82.0,25.59,Sweden,2006,Winter,Torino,Ice Hockey,Silver
"Maxwell Philip ""Max"" Holt",M,29.0,208.0,90.0,20.8,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Raphael Marcel Holzdeppe,M,22.0,183.0,78.0,23.29,Germany,2012,Summer,London,Athletics,Bronze
Ulrike Holzner,F,33.0,181.0,68.0,20.76,Germany,2002,Winter,Salt Lake City,Bobsleigh,Silver
Jos Javier Hombrados Ibez,M,36.0,197.0,98.0,25.25,Spain,2008,Summer,Beijing,Handball,Bronze
Daryl Homer,M,26.0,173.0,74.0,24.73,United States of America,2016,Summer,Rio de Janeiro,Fencing,Silver
Nienke Heiltje Hommes,F,27.0,180.0,69.0,21.3,Netherlands,2004,Summer,Athina,Rowing,Bronze
Ruslan Mykolaiovych Honcharov,M,33.0,185.0,78.0,22.79,Ukraine,2006,Winter,Torino,Figure Skating,Bronze
Valeriy Volodymyrovych Honcharov,M,26.0,168.0,57.0,20.2,Ukraine,2004,Summer,Athina,Gymnastics,Gold
Iryna Yurivna Honcharova,F,29.0,180.0,73.0,22.53,Ukraine,2004,Summer,Athina,Handball,Bronze
Hong Jeong-Ho,F,34.0,178.0,72.0,22.72,South Korea,2008,Summer,Beijing,Handball,Bronze
Hong Un-Jong,F,19.0,156.0,47.0,19.31,South Korea,2008,Summer,Beijing,Gymnastics,Gold
Samuel Honrubia,M,26.0,180.0,75.0,23.15,France,2012,Summer,London,Handball,Gold
Roman Volodymyrovych Hontiuk,M,20.0,178.0,81.0,25.56,Ukraine,2004,Summer,Athina,Judo,Silver
Roman Volodymyrovych Hontiuk,M,24.0,178.0,81.0,25.56,Ukraine,2008,Summer,Beijing,Judo,Bronze
Ellen Marijn Hoog,F,22.0,164.0,54.0,20.08,Netherlands,2008,Summer,Beijing,Hockey,Gold
Ellen Marijn Hoog,F,26.0,164.0,54.0,20.08,Netherlands,2012,Summer,London,Hockey,Gold
Ellen Marijn Hoog,F,30.0,164.0,54.0,20.08,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Silver
Destinee Dante Hooker,F,24.0,193.0,73.0,19.6,United States of America,2012,Summer,London,Volleyball,Silver
"Steven Leslie ""Steve"" Hooker",M,26.0,187.0,82.0,23.45,Australia,2008,Summer,Beijing,Athletics,Gold
Beau Hoopman,M,23.0,193.0,91.0,24.43,United States of America,2004,Summer,Athina,Rowing,Gold
Beau Hoopman,M,27.0,193.0,91.0,24.43,United States of America,2008,Summer,Beijing,Rowing,Bronze
Ren Hoppe,M,29.0,185.0,92.0,26.88,Germany,2006,Winter,Torino,Bobsleigh,Gold
Tamara Horacek,F,20.0,179.0,80.0,24.97,France,2016,Summer,Rio de Janeiro,Handball,Silver
Kerry Hore,F,23.0,183.0,74.0,22.1,Australia,2004,Summer,Athina,Rowing,Bronze
Fanny Welle-Strand Horn (-Birkeland),F,25.0,174.0,73.77,24.37,Norway,2014,Winter,Sochi,Biathlon,Bronze
Timo Horn,M,23.0,191.0,76.0,20.83,Germany,2016,Summer,Rio de Janeiro,Football,Silver
Kate Hornsey,F,30.0,174.0,73.0,24.11,Australia,2012,Summer,London,Rowing,Silver
Jonathan Alan Horton,M,22.0,155.0,59.0,24.56,United States of America,2008,Summer,Beijing,Gymnastics,Bronze
Jonathan Alan Horton,M,22.0,155.0,59.0,24.56,United States of America,2008,Summer,Beijing,Gymnastics,Silver
"Mackenzie ""Mack"" Horton",M,20.0,190.0,88.0,24.38,Australia,2016,Summer,Rio de Janeiro,Swimming,Gold
Zlatko Horvat,M,27.0,179.0,86.0,26.84,Croatia,2012,Summer,London,Handball,Bronze
Gbor Horvth,M,32.0,192.0,90.0,24.41,Hungary,2004,Summer,Athina,Canoeing,Gold
Natsumi Hoshi,F,21.0,164.0,56.0,20.82,Japan,2012,Summer,London,Swimming,Bronze
Natsumi Hoshi,F,25.0,164.0,56.0,20.82,Japan,2016,Summer,Rio de Janeiro,Swimming,Bronze
Sophie Hannah Marguerite Hosking,F,26.0,165.0,57.0,20.94,United Kingdom,2012,Summer,London,Rowing,Gold
Norbert Hosnynszky,M,24.0,196.0,101.0,26.29,Hungary,2008,Summer,Beijing,Water Polo,Gold
Nicole Hosp,F,22.0,174.0,70.0,23.12,Austria,2006,Winter,Torino,Alpine Skiing,Silver
Nicole Hosp,F,30.0,174.0,70.0,23.12,Austria,2014,Winter,Sochi,Alpine Skiing,Bronze
Nicole Hosp,F,30.0,174.0,70.0,23.12,Austria,2014,Winter,Sochi,Alpine Skiing,Silver
Katinka Hossz,F,27.0,175.0,65.0,21.22,Hungary,2016,Summer,Rio de Janeiro,Swimming,Gold
Katinka Hossz,F,27.0,175.0,65.0,21.22,Hungary,2016,Summer,Rio de Janeiro,Swimming,Silver
Katinka Hossz,F,27.0,175.0,65.0,21.22,Hungary,2016,Summer,Rio de Janeiro,Swimming,Gold
Katinka Hossz,F,27.0,175.0,65.0,21.22,Hungary,2016,Summer,Rio de Janeiro,Swimming,Gold
Hou Yuzhuo,F,24.0,175.0,57.0,18.61,China,2012,Summer,London,Taekwondo,Silver
"Charles ""Charlie"" Houchin",M,24.0,191.0,84.0,23.03,United States of America,2012,Summer,London,Swimming,Gold
Manon Houette,F,24.0,168.0,69.0,24.45,France,2016,Summer,Rio de Janeiro,Handball,Silver
Frances Julia Houghton,F,23.0,193.0,80.0,21.48,United Kingdom,2004,Summer,Athina,Rowing,Silver
Frances Julia Houghton,F,27.0,193.0,80.0,21.48,United Kingdom,2008,Summer,Beijing,Rowing,Silver
Frances Julia Houghton,F,35.0,193.0,80.0,21.48,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Silver
Pierre Houin,M,22.0,182.0,74.0,22.34,France,2016,Summer,Rio de Janeiro,Rowing,Gold
Ruben Houkes,M,29.0,176.0,60.0,19.37,Netherlands,2008,Summer,Beijing,Judo,Bronze
Richard Hounslow,M,30.0,183.0,78.0,23.29,United Kingdom,2012,Summer,London,Canoeing,Silver
Richard Hounslow,M,34.0,183.0,78.0,23.29,United Kingdom,2016,Summer,Rio de Janeiro,Canoeing,Silver
"Phillip Francis ""Phil"" Housley",M,37.0,178.0,84.0,26.51,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
Marc Francis Houtzager,M,41.0,192.0,85.0,23.06,Netherlands,2012,Summer,London,Equestrianism,Silver
Wendy Louise Houvenaghel (McClean-),F,33.0,178.0,60.0,18.94,United Kingdom,2008,Summer,Beijing,Cycling,Silver
Venla Hovi,F,22.0,169.0,63.0,22.06,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Dwight David Howard,M,22.0,211.0,120.0,26.95,United States of America,2008,Summer,Beijing,Basketball,Gold
Malcolm Howard,M,25.0,200.0,100.0,25.0,Canada,2008,Summer,Beijing,Rowing,Gold
Malcolm Howard,M,29.0,200.0,100.0,25.0,Canada,2012,Summer,London,Rowing,Silver
"Russell W. ""Russ"" Howard",M,49.0,178.0,80.0,25.25,Canada,2006,Winter,Torino,Curling,Gold
Dara Howell,F,19.0,170.0,58.0,20.07,Canada,2014,Winter,Sochi,Freestyle Skiing,Gold
"Christopher Andrew ""Chris"" Hoy",M,28.0,185.0,93.0,27.17,United Kingdom,2004,Summer,Athina,Cycling,Gold
"Christopher Andrew ""Chris"" Hoy",M,32.0,185.0,93.0,27.17,United Kingdom,2008,Summer,Beijing,Cycling,Gold
"Christopher Andrew ""Chris"" Hoy",M,32.0,185.0,93.0,27.17,United Kingdom,2008,Summer,Beijing,Cycling,Gold
"Christopher Andrew ""Chris"" Hoy",M,32.0,185.0,93.0,27.17,United Kingdom,2008,Summer,Beijing,Cycling,Gold
"Christopher Andrew ""Chris"" Hoy",M,36.0,185.0,93.0,27.17,United Kingdom,2012,Summer,London,Cycling,Gold
"Christopher Andrew ""Chris"" Hoy",M,36.0,185.0,93.0,27.17,United Kingdom,2012,Summer,London,Cycling,Gold
Masako Hozumi,F,23.0,162.0,57.0,21.72,Japan,2010,Winter,Vancouver,Speed Skating,Silver
Jonas Hgh Christensen,M,31.0,186.0,102.0,29.48,Denmark,2012,Summer,London,Sailing,Silver
Rikke Hrlykke Jrgensen,F,28.0,171.0,60.0,20.52,Denmark,2004,Summer,Athina,Handball,Gold
Dmytro Olehovych Hrachov,M,20.0,180.0,90.0,27.78,Ukraine,2004,Summer,Athina,Archery,Bronze
Lucie Hradeck,F,27.0,177.0,72.0,22.98,Czechia,2012,Summer,London,Tennis,Silver
Lucie Hradeck,F,31.0,177.0,72.0,22.98,Czechia,2016,Summer,Rio de Janeiro,Tennis,Bronze
Vavinec Hradlek,M,25.0,168.0,78.0,27.64,Czechia,2012,Summer,London,Canoeing,Silver
Filip Hrgovi,M,24.0,198.0,101.0,25.76,Croatia,2016,Summer,Rio de Janeiro,Boxing,Bronze
Olena Eduardivna Hrushyna (-Honcharova-),F,31.0,168.0,52.0,18.42,Ukraine,2006,Winter,Torino,Figure Skating,Bronze
Serhiy Mykhailovych Hryn,M,22.0,195.0,100.0,26.3,Ukraine,2004,Summer,Athina,Rowing,Bronze
Hu Binyuan,M,30.0,180.0,75.0,23.15,China,2008,Summer,Beijing,Shooting,Bronze
Hu Jia,M,21.0,170.0,58.0,20.07,China,2004,Summer,Athina,Diving,Gold
Hu Jianguan,M,23.0,168.0,52.0,18.42,China,2016,Summer,Rio de Janeiro,Boxing,Bronze
Huang Haiyang,F,22.0,170.0,56.0,19.38,China,2008,Summer,Beijing,Fencing,Silver
Huang Junxia,F,32.0,164.0,56.0,20.82,China,2008,Summer,Beijing,Hockey,Silver
Huang Shanshan,F,18.0,157.0,48.0,19.47,China,2004,Summer,Athina,Trampolining,Bronze
Huang Shanshan,F,26.0,157.0,48.0,19.47,China,2012,Summer,London,Trampolining,Silver
Huang Sui,F,22.0,171.0,70.0,23.94,China,2004,Summer,Athina,Badminton,Silver
Huang Wenyi,F,21.0,178.0,63.0,19.88,China,2012,Summer,London,Rowing,Silver
Huang Wenyi,F,25.0,178.0,63.0,19.88,China,2016,Summer,Rio de Janeiro,Rowing,Bronze
Huang Xu,M,29.0,162.0,59.0,22.48,China,2008,Summer,Beijing,Gymnastics,Gold
Huang Xuechen,F,18.0,175.0,61.0,19.92,China,2008,Summer,Beijing,Synchronized Swimming,Bronze
Huang Xuechen,F,22.0,175.0,61.0,19.92,China,2012,Summer,London,Synchronized Swimming,Bronze
Huang Xuechen,F,22.0,175.0,61.0,19.92,China,2012,Summer,London,Synchronized Swimming,Silver
Huang Xuechen,F,26.0,175.0,61.0,19.92,China,2016,Summer,Rio de Janeiro,Synchronized Swimming,Silver
Huang Xuechen,F,26.0,175.0,61.0,19.92,China,2016,Summer,Rio de Janeiro,Synchronized Swimming,Silver
Andrea Huber,F,26.0,178.0,63.0,19.88,Switzerland,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
Anja Huber (-Selbach),F,26.0,172.0,60.0,20.28,Germany,2010,Winter,Vancouver,Skeleton,Bronze
Angela Khalia Hucles,F,26.0,170.0,63.0,21.8,United States of America,2004,Summer,Athina,Football,Gold
Angela Khalia Hucles,F,30.0,170.0,63.0,21.8,United States of America,2008,Summer,Beijing,Football,Gold
Jan Hudec,M,32.0,183.0,90.0,26.87,Canada,2014,Winter,Sochi,Alpine Skiing,Bronze
Peter Hudnut,M,28.0,196.0,105.0,27.33,United States of America,2008,Summer,Beijing,Water Polo,Silver
Tatjana Hfner,F,22.0,178.0,76.0,23.99,Germany,2006,Winter,Torino,Luge,Bronze
Tatjana Hfner,F,26.0,178.0,76.0,23.99,Germany,2010,Winter,Vancouver,Luge,Gold
Tatjana Hfner,F,30.0,178.0,76.0,23.99,Germany,2014,Winter,Sochi,Luge,Silver
Clara Hughes,F,29.0,175.0,72.0,23.51,Canada,2002,Winter,Salt Lake City,Speed Skating,Bronze
Clara Hughes,F,33.0,175.0,72.0,23.51,Canada,2006,Winter,Torino,Speed Skating,Gold
Clara Hughes,F,33.0,175.0,72.0,23.51,Canada,2006,Winter,Torino,Speed Skating,Silver
Clara Hughes,F,37.0,175.0,72.0,23.51,Canada,2010,Winter,Vancouver,Speed Skating,Bronze
Sarah Elizabeth Hughes,F,16.0,160.0,73.77,28.82,United States of America,2002,Winter,Salt Lake City,Figure Skating,Gold
Hui Ruoqi,F,25.0,192.0,78.0,21.16,China,2016,Summer,Rio de Janeiro,Volleyball,Gold
Mark Huizinga,M,30.0,184.0,90.0,26.58,Netherlands,2004,Summer,Athina,Judo,Bronze
"Givanildo ""Hulk"" Vieira de Souza",M,26.0,180.0,75.0,23.15,Brazil,2012,Summer,London,Football,Silver
Brett Andrew Hull,M,37.0,178.0,92.0,29.04,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
Terin Marie Humphrey,F,17.0,152.0,43.0,18.61,United States of America,2004,Summer,Athina,Gymnastics,Silver
Terin Marie Humphrey,F,17.0,152.0,43.0,18.61,United States of America,2004,Summer,Athina,Gymnastics,Silver
Kaillie Humphries (Simondson-),F,24.0,170.0,77.0,26.64,Canada,2010,Winter,Vancouver,Bobsleigh,Gold
Kaillie Humphries (Simondson-),F,28.0,170.0,77.0,26.64,Canada,2014,Winter,Sochi,Bobsleigh,Gold
Sharon Ann Hunt,F,30.0,180.0,63.0,19.44,United Kingdom,2008,Summer,Beijing,Equestrianism,Bronze
Mark John Hunter,M,30.0,181.0,74.0,22.59,United Kingdom,2008,Summer,Beijing,Rowing,Gold
Mark John Hunter,M,34.0,181.0,74.0,22.59,United Kingdom,2012,Summer,London,Rowing,Silver
Huo Liang,M,18.0,155.0,50.0,20.81,China,2008,Summer,Beijing,Diving,Gold
Courtney Lyn Hurley,F,21.0,173.0,80.0,26.73,United States of America,2012,Summer,London,Fencing,Bronze
Kelley Anne Hurley,F,24.0,175.0,75.0,24.49,United States of America,2012,Summer,London,Fencing,Bronze
Muriel Hurtis-Houairi,F,25.0,180.0,68.0,20.99,France,2004,Summer,Athina,Athletics,Bronze
Christiane Huth,F,27.0,177.0,72.0,22.98,Germany,2008,Summer,Beijing,Rowing,Silver
Svenja Anette Huth,F,25.0,163.0,54.0,20.32,Germany,2016,Summer,Rio de Janeiro,Football,Gold
"Timothy Julien ""Tim"" Hutten",M,23.0,196.0,98.0,25.51,United States of America,2008,Summer,Beijing,Water Polo,Silver
Carol Huynh,F,27.0,154.0,48.0,20.24,Canada,2008,Summer,Beijing,Wrestling,Gold
Carol Huynh,F,31.0,154.0,48.0,20.24,Canada,2012,Summer,London,Wrestling,Bronze
Oleksandr Serhiyovych Hvozdyk,M,25.0,190.0,81.0,22.44,Ukraine,2012,Summer,London,Boxing,Bronze
Hwang Gyeong-Seon,F,18.0,175.0,67.0,21.88,South Korea,2004,Summer,Athina,Taekwondo,Bronze
Hwang Gyeong-Seon,F,22.0,175.0,67.0,21.88,South Korea,2008,Summer,Beijing,Taekwondo,Gold
Hwang Gyeong-Seon,F,26.0,175.0,67.0,21.88,South Korea,2012,Summer,London,Taekwondo,Gold
Hwang Ji-Man,M,24.0,176.0,71.0,22.92,South Korea,2008,Summer,Beijing,Badminton,Bronze
Hwang Seok-Ho,M,23.0,182.0,71.0,21.43,South Korea,2012,Summer,London,Football,Bronze
Lenka Hykov-Marukov,F,19.0,175.0,83.0,27.1,Czechia,2004,Summer,Athina,Shooting,Silver
Diego Matias Hyplito,M,30.0,170.0,68.0,23.53,Brazil,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Serge Jonas Ibaka Ngobila,M,22.0,208.0,107.0,24.73,Spain,2012,Summer,London,Basketball,Silver
Isidoro Ibarra,M,23.0,175.0,75.0,24.49,Argentina,2016,Summer,Rio de Janeiro,Hockey,Gold
Pedro Ibarra,M,30.0,174.0,75.0,24.77,Argentina,2016,Summer,Rio de Janeiro,Hockey,Gold
Chiharu Icho,F,22.0,157.0,48.0,19.47,Japan,2004,Summer,Athina,Wrestling,Silver
Chiharu Icho,F,26.0,157.0,48.0,19.47,Japan,2008,Summer,Beijing,Wrestling,Silver
Kaori Icho,F,20.0,166.0,61.0,22.14,Japan,2004,Summer,Athina,Wrestling,Gold
Kaori Icho,F,24.0,166.0,61.0,22.14,Japan,2008,Summer,Beijing,Wrestling,Gold
Kaori Icho,F,28.0,166.0,61.0,22.14,Japan,2012,Summer,London,Wrestling,Gold
Kaori Icho,F,32.0,166.0,61.0,22.14,Japan,2016,Summer,Rio de Janeiro,Wrestling,Gold
Josefa Idem-Guerrini,F,39.0,176.0,67.0,21.63,Italy,2004,Summer,Athina,Canoeing,Silver
Josefa Idem-Guerrini,F,43.0,176.0,67.0,21.63,Italy,2008,Summer,Beijing,Canoeing,Silver
Phillips Olaosebikan Idowu,M,29.0,197.0,89.0,22.93,United Kingdom,2008,Summer,Beijing,Athletics,Silver
Lydia Ierodiaconou-Lassila,F,28.0,157.0,54.0,21.91,Australia,2010,Winter,Vancouver,Freestyle Skiing,Gold
Lydia Ierodiaconou-Lassila,F,32.0,157.0,54.0,21.91,Australia,2014,Winter,Sochi,Freestyle Skiing,Bronze
